Date,Close,Open
2020-01-02 00:00:00+00:00,75.0875015258789,74.05999755859375
2020-01-03 00:00:00+00:00,74.35749816894531,74.2874984741211
2020-01-06 00:00:00+00:00,74.94999694824219,73.44750213623047
2020-01-07 00:00:00+00:00,74.59750366210938,74.95999908447266
2020-01-08 00:00:00+00:00,75.79750061035156,74.29000091552734
2020-01-09 00:00:00+00:00,77.40750122070312,76.80999755859375
2020-01-10 00:00:00+00:00,77.5824966430664,77.6500015258789
2020-01-13 00:00:00+00:00,79.23999786376953,77.91000366210938
2020-01-14 00:00:00+00:00,78.16999816894531,79.17500305175781
2020-01-15 00:00:00+00:00,77.83499908447266,77.9625015258789
2020-01-16 00:00:00+00:00,78.80999755859375,78.39749908447266
2020-01-17 00:00:00+00:00,79.68250274658203,79.06749725341797
2020-01-21 00:00:00+00:00,79.14250183105469,79.29750061035156
2020-01-22 00:00:00+00:00,79.42500305175781,79.6449966430664
2020-01-23 00:00:00+00:00,79.80750274658203,79.4800033569336
2020-01-24 00:00:00+00:00,79.57749938964844,80.0625
2020-01-27 00:00:00+00:00,77.23750305175781,77.51499938964844
2020-01-28 00:00:00+00:00,79.42250061035156,78.1500015258789
2020-01-29 00:00:00+00:00,81.08499908447266,81.11250305175781
2020-01-30 00:00:00+00:00,80.96749877929688,80.13500213623047
2020-01-31 00:00:00+00:00,77.37750244140625,80.23249816894531
2020-02-03 00:00:00+00:00,77.16500091552734,76.07499694824219
2020-02-04 00:00:00+00:00,79.7125015258789,78.82749938964844
2020-02-05 00:00:00+00:00,80.36250305175781,80.87999725341797
2020-02-06 00:00:00+00:00,81.30249786376953,80.64250183105469
2020-02-07 00:00:00+00:00,80.00749969482422,80.59249877929688
2020-02-10 00:00:00+00:00,80.38749694824219,78.54499816894531
2020-02-11 00:00:00+00:00,79.90249633789062,80.9000015258789
2020-02-12 00:00:00+00:00,81.80000305175781,80.36750030517578
2020-02-13 00:00:00+00:00,81.21749877929688,81.04750061035156
2020-02-14 00:00:00+00:00,81.23750305175781,81.18499755859375
2020-02-18 00:00:00+00:00,79.75,78.83999633789062
2020-02-19 00:00:00+00:00,80.90499877929688,80.0
2020-02-20 00:00:00+00:00,80.07499694824219,80.65750122070312
2020-02-21 00:00:00+00:00,78.26249694824219,79.65499877929688
2020-02-24 00:00:00+00:00,74.54499816894531,74.31500244140625
2020-02-25 00:00:00+00:00,72.0199966430664,75.23750305175781
2020-02-26 00:00:00+00:00,73.1624984741211,71.63249969482422
2020-02-27 00:00:00+00:00,68.37999725341797,70.2750015258789
2020-02-28 00:00:00+00:00,68.33999633789062,64.31500244140625
2020-03-02 00:00:00+00:00,74.70249938964844,70.56999969482422
2020-03-03 00:00:00+00:00,72.33000183105469,75.9175033569336
2020-03-04 00:00:00+00:00,75.68499755859375,74.11000061035156
2020-03-05 00:00:00+00:00,73.2300033569336,73.87999725341797
2020-03-06 00:00:00+00:00,72.25749969482422,70.5
2020-03-09 00:00:00+00:00,66.5425033569336,65.9375
2020-03-10 00:00:00+00:00,71.33499908447266,69.28500366210938
2020-03-11 00:00:00+00:00,68.85749816894531,69.34750366210938
2020-03-12 00:00:00+00:00,62.057498931884766,63.98500061035156
2020-03-13 00:00:00+00:00,69.49250030517578,66.22250366210938
2020-03-16 00:00:00+00:00,60.5525016784668,60.48749923706055
2020-03-17 00:00:00+00:00,63.21500015258789,61.877498626708984
2020-03-18 00:00:00+00:00,61.66749954223633,59.942501068115234
2020-03-19 00:00:00+00:00,61.19499969482422,61.84749984741211
2020-03-20 00:00:00+00:00,57.310001373291016,61.79499816894531
2020-03-23 00:00:00+00:00,56.092498779296875,57.02000045776367
2020-03-24 00:00:00+00:00,61.720001220703125,59.09000015258789
2020-03-25 00:00:00+00:00,61.380001068115234,62.6875
2020-03-26 00:00:00+00:00,64.61000061035156,61.630001068115234
2020-03-27 00:00:00+00:00,61.935001373291016,63.1875
2020-03-30 00:00:00+00:00,63.70249938964844,62.685001373291016
2020-03-31 00:00:00+00:00,63.5724983215332,63.900001525878906
2020-04-01 00:00:00+00:00,60.227500915527344,61.625
2020-04-02 00:00:00+00:00,61.23249816894531,60.084999084472656
2020-04-03 00:00:00+00:00,60.352500915527344,60.70000076293945
2020-04-06 00:00:00+00:00,65.61750030517578,62.724998474121094
2020-04-07 00:00:00+00:00,64.85749816894531,67.69999694824219
2020-04-08 00:00:00+00:00,66.51750183105469,65.68499755859375
2020-04-09 00:00:00+00:00,66.99749755859375,67.17500305175781
2020-04-13 00:00:00+00:00,68.3125,67.07749938964844
2020-04-14 00:00:00+00:00,71.76249694824219,70.0
2020-04-15 00:00:00+00:00,71.10749816894531,70.5999984741211
2020-04-16 00:00:00+00:00,71.67250061035156,71.84500122070312
